phase	run_name	file	size_bytes
unfixed_nominal	ptq_pg_w4a4_out8_low_random_s43_cal16_semeval_e10	quant_summary.json	3447
unfixed_nominal	ptq_pg_w4a4_out8_low_random_s43_cal16_semeval_e10	outlier_runtime_stats.json	175098
unfixed_nominal	ptq_pg_w4a4_out8_low_random_s43_cal16_semeval_e10	activation_calibration_stats.json	26999
unfixed_nominal	ptq_pg_w4a4_out8_boundary_uniform_cal16_semeval_e10	val_metrics.json	295
unfixed_nominal	ptq_pg_w4a4_out8_boundary_uniform_cal16_semeval_e10	quant_summary.json	2915
unfixed_nominal	ptq_pg_w4a4_out8_boundary_uniform_cal16_semeval_e10	outlier_runtime_stats.json	172338
unfixed_nominal	ptq_pg_w4a4_out8_boundary_uniform_cal16_semeval_e10	activation_calibration_stats.json	25297
unfixed_nominal	ptq_pg_w4a4_out8_boundary_probing_cal16_semeval_e10	val_metrics.json	296
unfixed_nominal	ptq_pg_w4a4_out8_boundary_probing_cal16_semeval_e10	quant_summary.json	3427
unfixed_nominal	ptq_pg_w4a4_out8_boundary_probing_cal16_semeval_e10	outlier_runtime_stats.json	175272
unfixed_nominal	ptq_pg_w4a4_out8_boundary_probing_cal16_semeval_e10	activation_calibration_stats.json	26938
unfixed_nominal	ptq_pg_w4a4_out8_boundary_inverse_cal16_semeval_e10	val_metrics.json	294
unfixed_nominal	ptq_pg_w4a4_out8_boundary_inverse_cal16_semeval_e10	quant_summary.json	3428
unfixed_nominal	ptq_pg_w4a4_out8_boundary_inverse_cal16_semeval_e10	outlier_runtime_stats.json	175273
unfixed_nominal	ptq_pg_w4a4_out8_boundary_inverse_cal16_semeval_e10	activation_calibration_stats.json	26974
unfixed_nominal	ptq_pg_w4a4_out8_boundary_early_cal16_semeval_e10	val_metrics.json	294
unfixed_nominal	ptq_pg_w4a4_out8_boundary_early_cal16_semeval_e10	quant_summary.json	3425
unfixed_nominal	ptq_pg_w4a4_out8_boundary_early_cal16_semeval_e10	outlier_runtime_stats.json	175335
unfixed_nominal	ptq_pg_w4a4_out8_boundary_early_cal16_semeval_e10	activation_calibration_stats.json	26981
unfixed_nominal	ptq_pg_w4a4_out8_boundary_late_cal16_semeval_e10	val_metrics.json	296
unfixed_nominal	ptq_pg_w4a4_out8_boundary_late_cal16_semeval_e10	quant_summary.json	3424
unfixed_nominal	ptq_pg_w4a4_out8_boundary_late_cal16_semeval_e10	outlier_runtime_stats.json	175279
unfixed_nominal	ptq_pg_w4a4_out8_boundary_late_cal16_semeval_e10	activation_calibration_stats.json	26978
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s17_cal16_semeval_e10	val_metrics.json	296
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s17_cal16_semeval_e10	quant_summary.json	3448
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s17_cal16_semeval_e10	outlier_runtime_stats.json	175302
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s17_cal16_semeval_e10	activation_calibration_stats.json	26989
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s29_cal16_semeval_e10	val_metrics.json	296
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s29_cal16_semeval_e10	quant_summary.json	3438
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s29_cal16_semeval_e10	outlier_runtime_stats.json	175352
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s29_cal16_semeval_e10	activation_calibration_stats.json	26989
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s43_cal16_semeval_e10	val_metrics.json	296
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s43_cal16_semeval_e10	quant_summary.json	3438
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s43_cal16_semeval_e10	outlier_runtime_stats.json	175250
unfixed_nominal	ptq_pg_w4a4_out8_boundary_random_s43_cal16_semeval_e10	activation_calibration_stats.json	26955
unfixed_bopfix1	ptq_pg_w4a4_out8_low_probing_bopfix1_cal16_semeval_e10	val_metrics.json	295
unfixed_bopfix1	ptq_pg_w4a4_out8_low_probing_bopfix1_cal16_semeval_e10	quant_summary.json	3466
unfixed_bopfix1	ptq_pg_w4a4_out8_low_probing_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175096
unfixed_bopfix1	ptq_pg_w4a4_out8_low_probing_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	27004
unfixed_bopfix1	ptq_pg_w4a4_out8_low_inverse_bopfix1_cal16_semeval_e10	val_metrics.json	293
unfixed_bopfix1	ptq_pg_w4a4_out8_low_inverse_bopfix1_cal16_semeval_e10	quant_summary.json	3470
unfixed_bopfix1	ptq_pg_w4a4_out8_low_inverse_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175134
unfixed_bopfix1	ptq_pg_w4a4_out8_low_inverse_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	27014
unfixed_bopfix1	ptq_pg_w4a4_out8_low_early_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_low_early_bopfix1_cal16_semeval_e10	quant_summary.json	3461
unfixed_bopfix1	ptq_pg_w4a4_out8_low_early_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175216
unfixed_bopfix1	ptq_pg_w4a4_out8_low_early_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	27024
unfixed_bopfix1	ptq_pg_w4a4_out8_low_late_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_low_late_bopfix1_cal16_semeval_e10	quant_summary.json	3465
unfixed_bopfix1	ptq_pg_w4a4_out8_low_late_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175173
unfixed_bopfix1	ptq_pg_w4a4_out8_low_late_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	27010
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s17_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s17_bopfix1_cal16_semeval_e10	quant_summary.json	3478
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s17_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175075
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s17_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	27014
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s29_bopfix1_cal16_semeval_e10	val_metrics.json	295
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s29_bopfix1_cal16_semeval_e10	quant_summary.json	3485
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s29_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175136
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s29_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	27036
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s43_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s43_bopfix1_cal16_semeval_e10	quant_summary.json	3475
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s43_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175010
unfixed_bopfix1	ptq_pg_w4a4_out8_low_random_s43_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	26979
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_probing_bopfix1_cal16_semeval_e10	val_metrics.json	295
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_probing_bopfix1_cal16_semeval_e10	quant_summary.json	3461
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_probing_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175346
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_probing_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	26976
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_inverse_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_inverse_bopfix1_cal16_semeval_e10	quant_summary.json	3461
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_inverse_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175233
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_inverse_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	26964
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_early_bopfix1_cal16_semeval_e10	val_metrics.json	294
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_early_bopfix1_cal16_semeval_e10	quant_summary.json	3459
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_early_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175364
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_early_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	26984
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_late_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_late_bopfix1_cal16_semeval_e10	quant_summary.json	3455
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_late_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175264
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_late_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	26978
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s17_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s17_bopfix1_cal16_semeval_e10	quant_summary.json	3474
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s17_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175290
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s17_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	26972
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s29_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s29_bopfix1_cal16_semeval_e10	quant_summary.json	3466
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s29_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175303
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s29_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	26981
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s43_bopfix1_cal16_semeval_e10	val_metrics.json	296
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s43_bopfix1_cal16_semeval_e10	quant_summary.json	3465
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s43_bopfix1_cal16_semeval_e10	outlier_runtime_stats.json	175318
unfixed_bopfix1	ptq_pg_w4a4_out8_boundary_random_s43_bopfix1_cal16_semeval_e10	activation_calibration_stats.json	26968
fixed_nominal	ptq_pg_w4a4_out8_low_uniform_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_low_uniform_fixedseed20260806_cal16_semeval_e10	quant_summary.json	2940
fixed_nominal	ptq_pg_w4a4_out8_low_uniform_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	171957
fixed_nominal	ptq_pg_w4a4_out8_low_uniform_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	25448
fixed_nominal	ptq_pg_w4a4_out8_low_probing_fixedseed20260806_cal16_semeval_e10	val_metrics.json	295
fixed_nominal	ptq_pg_w4a4_out8_low_probing_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3474
fixed_nominal	ptq_pg_w4a4_out8_low_probing_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175065
fixed_nominal	ptq_pg_w4a4_out8_low_probing_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27005
fixed_nominal	ptq_pg_w4a4_out8_low_inverse_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_low_inverse_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3469
fixed_nominal	ptq_pg_w4a4_out8_low_inverse_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175087
fixed_nominal	ptq_pg_w4a4_out8_low_inverse_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26996
fixed_nominal	ptq_pg_w4a4_out8_low_early_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_low_early_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3473
fixed_nominal	ptq_pg_w4a4_out8_low_early_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175152
fixed_nominal	ptq_pg_w4a4_out8_low_early_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27022
fixed_nominal	ptq_pg_w4a4_out8_low_late_fixedseed20260806_cal16_semeval_e10	val_metrics.json	293
fixed_nominal	ptq_pg_w4a4_out8_low_late_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3468
fixed_nominal	ptq_pg_w4a4_out8_low_late_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175155
fixed_nominal	ptq_pg_w4a4_out8_low_late_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27020
fixed_nominal	ptq_pg_w4a4_out8_low_random_s17_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_low_random_s17_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3489
fixed_nominal	ptq_pg_w4a4_out8_low_random_s17_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175103
fixed_nominal	ptq_pg_w4a4_out8_low_random_s17_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27000
fixed_nominal	ptq_pg_w4a4_out8_low_random_s29_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_low_random_s29_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3487
fixed_nominal	ptq_pg_w4a4_out8_low_random_s29_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175164
fixed_nominal	ptq_pg_w4a4_out8_low_random_s29_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27036
fixed_nominal	ptq_pg_w4a4_out8_low_random_s43_fixedseed20260806_cal16_semeval_e10	val_metrics.json	293
fixed_nominal	ptq_pg_w4a4_out8_low_random_s43_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3480
fixed_nominal	ptq_pg_w4a4_out8_low_random_s43_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175126
fixed_nominal	ptq_pg_w4a4_out8_low_random_s43_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27010
fixed_nominal	ptq_pg_w4a4_out8_boundary_uniform_fixedseed20260806_cal16_semeval_e10	val_metrics.json	295
fixed_nominal	ptq_pg_w4a4_out8_boundary_uniform_fixedseed20260806_cal16_semeval_e10	quant_summary.json	2951
fixed_nominal	ptq_pg_w4a4_out8_boundary_uniform_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	172433
fixed_nominal	ptq_pg_w4a4_out8_boundary_uniform_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	25318
fixed_nominal	ptq_pg_w4a4_out8_boundary_probing_fixedseed20260806_cal16_semeval_e10	val_metrics.json	294
fixed_nominal	ptq_pg_w4a4_out8_boundary_probing_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3462
fixed_nominal	ptq_pg_w4a4_out8_boundary_probing_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175205
fixed_nominal	ptq_pg_w4a4_out8_boundary_probing_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26922
fixed_nominal	ptq_pg_w4a4_out8_boundary_inverse_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_boundary_inverse_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3466
fixed_nominal	ptq_pg_w4a4_out8_boundary_inverse_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175272
fixed_nominal	ptq_pg_w4a4_out8_boundary_inverse_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26977
fixed_nominal	ptq_pg_w4a4_out8_boundary_early_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_boundary_early_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3463
fixed_nominal	ptq_pg_w4a4_out8_boundary_early_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175317
fixed_nominal	ptq_pg_w4a4_out8_boundary_early_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26978
fixed_nominal	ptq_pg_w4a4_out8_boundary_late_fixedseed20260806_cal16_semeval_e10	val_metrics.json	295
fixed_nominal	ptq_pg_w4a4_out8_boundary_late_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3459
fixed_nominal	ptq_pg_w4a4_out8_boundary_late_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175318
fixed_nominal	ptq_pg_w4a4_out8_boundary_late_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26983
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s17_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s17_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3485
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s17_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175221
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s17_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26984
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s29_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s29_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3474
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s29_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175220
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s29_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26965
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s43_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s43_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3474
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s43_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175307
fixed_nominal	ptq_pg_w4a4_out8_boundary_random_s43_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26968
fixed_bopfix2	ptq_pg_w4a4_out8_low_probing_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_low_probing_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3521
fixed_bopfix2	ptq_pg_w4a4_out8_low_probing_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175116
fixed_bopfix2	ptq_pg_w4a4_out8_low_probing_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27010
fixed_bopfix2	ptq_pg_w4a4_out8_low_inverse_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_low_inverse_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3527
fixed_bopfix2	ptq_pg_w4a4_out8_low_inverse_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175166
fixed_bopfix2	ptq_pg_w4a4_out8_low_inverse_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27019
fixed_bopfix2	ptq_pg_w4a4_out8_low_early_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_low_early_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3521
fixed_bopfix2	ptq_pg_w4a4_out8_low_early_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175144
fixed_bopfix2	ptq_pg_w4a4_out8_low_early_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27024
fixed_bopfix2	ptq_pg_w4a4_out8_low_late_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_low_late_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3521
fixed_bopfix2	ptq_pg_w4a4_out8_low_late_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175160
fixed_bopfix2	ptq_pg_w4a4_out8_low_late_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27006
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s17_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s17_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3538
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s17_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175083
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s17_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27004
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s29_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	292
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s29_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3530
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s29_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175122
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s29_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	27014
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s43_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s43_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3529
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s43_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175060
fixed_bopfix2	ptq_pg_w4a4_out8_low_random_s43_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26971
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_probing_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_probing_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3517
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_probing_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175277
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_probing_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26964
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_inverse_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	295
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_inverse_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3520
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_inverse_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175298
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_inverse_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26980
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_early_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_early_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3513
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_early_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175296
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_early_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26972
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_late_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
